CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41279817,MOTHER'S,BROOKLYN,347,GRAHAM AVENUE,11211,7183847778,American,7/10/2017,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,64,,,08/28/2017,Cycle Inspection / Initial Inspection
41057755,BAROSA BRICK OVEN,QUEENS,6229,WOODHAVEN BOULEVARD,11374,7184241455,Italian,04/30/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,04/30/2014,08/28/2017,Cycle Inspection / Initial Inspection
50002676,JAMBA JUICE,QUEENS,NKA,JFK INTERNATIONAL AIRPORT,11430,7187514800,Sandwiches/Salads/Mixed Buffet,09/29/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,09/29/2016,08/28/2017,Cycle Inspection / Initial Inspection
40387237,LIVE BAIT BAR & RESTAURANT,MANHATTAN,14,EAST   23 STREET,10010,2123532400,Seafood,6/10/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,17,,,08/28/2017,Inter-Agency Task Force / Initial Inspection
50005056,L'UNIQUE BAR & RESTAURANT,BROOKLYN,1773,NOSTRAND AVE,11226,3474258686,Caribbean,09/27/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,39,,,08/28/2017,Cycle Inspection / Initial Inspection
41362413,AERONUOVA,QUEENS,0,JFK INTERNATIONAL AIRPORT,11430,7186566210,American,12/15/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,12/15/2015,08/28/2017,Cycle Inspection / Initial Inspection
41578982,VODOU BAR,BROOKLYN,95,HALSEY STREET,11216,3474057011,American,07/24/2014,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,34,,,08/28/2017,Cycle Inspection / Initial Inspection
41502571,CHIFA RESTAURANT,QUEENS,7320,NORTHERN BOULEVARD,11372,7188980108,Peruvian,02/27/2017,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,14,B,02/27/2017,08/28/2017,Cycle Inspection / Re-inspection
50043899,FRESH SOFT TORTILLA,QUEENS,3115,DITMARS BLVD,11105,6465259664,Tex-Mex,7/1/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,7/1/2016,08/28/2017,Cycle Inspection / Initial Inspection
41258881,NYSB,QUEENS,0,JFK INTERNATIONAL AIRPORT,11430,6312363880,American,09/30/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,09/30/2015,08/28/2017,Cycle Inspection / Initial Inspection
40805500,DOMINO'S,BROOKLYN,554,5 AVENUE,11215,7189723733,Pizza,11/19/2016,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,,08/28/2017,Smoke-Free Air Act / Initial Inspection
40722858,KERRY HILLS PUB,QUEENS,11510,ROCKAWAY BEACH BOULEVARD,11694,7183181964,"Bottled beverages, including water, sodas, juices, etc.",8/11/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,8/11/2016,08/28/2017,Cycle Inspection / Initial Inspection
41708729,ENERGY FUEL CAFE,BROOKLYN,606,5 AVENUE,11215,7184996999,American,10/19/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,26,B,10/19/2016,08/28/2017,Cycle Inspection / Re-inspection
41640311,SHERIDAN MARKET,BRONX,191,EAST  161 STREET,10451,3479188111,American,3/9/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,17,,,08/28/2017,Cycle Inspection / Initial Inspection
41458340,MR TONG,BROOKLYN,2926,FORT HAMILTON PARKWAY,11218,7188516324,Chinese,9/11/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,10,A,9/11/2014,08/28/2017,Cycle Inspection / Initial Inspection
41108575,SOHO BISTRO,QUEENS,0,JFK INTERNATIONAL AIRPORT,11430,7186561012,American,02/18/2016,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,15,,,08/28/2017,Cycle Inspection / Initial Inspection
40990299,ELEGANT CHINESE RESTAURANT,QUEENS,21206,HILLSIDE AVENUE,11427,7187768270,Chinese,05/20/2015,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,9,A,05/20/2015,08/28/2017,Cycle Inspection / Initial Inspection
41011050,EAST 86 CINEMAS,MANHATTAN,210,EAST   86 STREET,10028,2127344169,American,9/8/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,7,A,9/8/2015,08/28/2017,Cycle Inspection / Initial Inspection
41575411,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,BROOKLYN,568,FLATBUSH AVENUE,11225,7182821437,Caribbean,9/9/2016,Establishment re-opened by DOHMH,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11,P,9/9/2016,08/28/2017,Cycle Inspection / Reopening Inspection
41298438,CAFFE E VINO,BROOKLYN,112,DEKALB AVENUE,11201,7188556222,Italian,8/9/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,15,,,08/28/2017,Cycle Inspection / Initial Inspection
50044665,VB BAKERY,QUEENS,3558,97TH ST,11368,7188990058,Bakery,5/4/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,5/4/2017,08/28/2017,Cycle Inspection / Re-inspection
40366379,BLARNEY ROCK,MANHATTAN,137,WEST   33 STREET,10001,2129470825,Irish,8/3/2015,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,28,,,08/28/2017,Cycle Inspection / Initial Inspection
40859658,KIMCHEE KOREAN RESTAURANT,BROOKLYN,9324,3 AVENUE,11209,7185675741,Korean,01/14/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11,A,01/14/2016,08/28/2017,Cycle Inspection / Initial Inspection
50005592,J R SUSHI,MANHATTAN,86A,W BROADWAY,10007,9178688688,Japanese,04/21/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12,A,04/21/2017,08/28/2017,Cycle Inspection / Initial Inspection
40365904,MEE SUM CAFE,MANHATTAN,26,PELL STREET,10013,2123495260,CafÃ©/Coffee/Tea,06/18/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,24,,,08/28/2017,Cycle Inspection / Initial Inspection
41668300,GIRELLO,MANHATTAN,16,NORTH MOORE STREET,10013,2129410109,Italian,3/4/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12,A,3/4/2015,08/28/2017,Cycle Inspection / Initial Inspection
40385680,EASTWOOD MANOR,BRONX,3371,EASTCHESTER ROAD,10469,7186544200,American,5/5/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,23,,,08/28/2017,Cycle Inspection / Initial Inspection
50009665,POCKET BAR NYC,MANHATTAN,455,W 48TH ST,10036,6466829062,American,07/26/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,18,,,08/28/2017,Cycle Inspection / Initial Inspection
50017311,OFF TO START CAFE,BROOKLYN,535,6TH AVE,11215,3477213700,CafÃ©/Coffee/Tea,08/17/2016,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12,A,08/17/2016,08/28/2017,Cycle Inspection / Initial Inspection
41008388,LANDMARC,MANHATTAN,179,WEST BROADWAY,10013,2123433883,French,05/13/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,05/13/2013,08/28/2017,Cycle Inspection / Initial Inspection
50002403,LA BELLEZZA PIZZERIA,MANHATTAN,315,BROADWAY,10007,2122273337,Pizza,11/3/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,71,,,08/28/2017,Cycle Inspection / Initial Inspection
41316105,MAGNA BAR & RESTAURANT,QUEENS,3525,FARRINGTON STREET,11354,7184453352,Italian,12/29/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,12/29/2014,08/28/2017,Cycle Inspection / Re-inspection
50009118,BEAUTIQUE,MANHATTAN,8,W 58TH ST,10019,2127531200,American,07/19/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,30,,,08/28/2017,Cycle Inspection / Initial Inspection
41457638,FINEST DUMPLING RESTAURANT,MANHATTAN,25 B,HENRY STREET,10002,2126088962,Chinese,03/16/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,17,,,08/28/2017,Cycle Inspection / Initial Inspection
